Total_Stops,Price,Dept_time_hrs,Dept_time_mins,Journey_Day,Journey_month,Journey_year,Arrival_time_hrs,Arrival_time_mins,duration_hours,duration_minutes,Arrival_Date_day,Arrival_Date_month,Arrival_Date_year,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
0,7229,17,45,15,5,2019,20,45,3,0,15,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,11401,10,20,3,3,2019,18,15,7,55,3,3,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,3597,14,45,27,6,2019,17,5,2,20,27,6,2019,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,7927,17,0,12,6,2019,9,5,16,5,13,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4174,9,0,1,5,2019,11,25,2,25,1,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,10203,7,0,1,5,2019,16,15,9,15,1,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8610,7,10,9,5,2019,20,20,13,10,9,5,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,5769,15,15,12,6,2019,18,10,2,55,12,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,5644,11,30,1,5,2019,14,5,2,35,1,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5769,7,10,3,6,2019,10,10,3,0,3,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7229,6,0,15,5,2019,8,45,2,45,15,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,4226,6,20,9,6,2019,10,20,4,0,9,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,4588,12,5,9,3,2019,17,5,5,0,9,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4995,10,20,21,5,2019,11,50,1,30,21,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,5406,17,30,1,4,2019,12,35,19,5,2,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3873,17,10,24,6,2019,19,40,2,30,24,6,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,17024,11,30,6,3,2019,18,50,7,20,6,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5158,8,45,9,6,2019,13,15,4,30,9,6,2019,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,8040,10,20,1,5,2019,11,50,1,30,1,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,10844,5,45,18,5,2019,16,20,10,35,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4667,11,40,12,5,2019,13,55,2,15,12,5,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,5678,19,35,3,4,2019,21,5,1,30,3,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,12513,5,50,12,5,2019,20,25,14,35,12,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,8016,7,10,27,6,2019,10,10,3,0,27,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,3543,17,45,1,6,2019,20,5,2,20,1,6,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,5963,17,30,21,3,2019,4,25,10,55,22,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14781,8,25,18,5,2019,16,20,7,55,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12373,9,0,18,5,2019,12,35,3,35,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3210,19,35,1,6,2019,21,5,1,30,1,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9134,5,45,15,3,2019,18,25,12,40,15,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,10919,14,35,6,6,2019,4,25,13,50,7,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4575,9,10,1,5,2019,10,40,1,30,1,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,5601,5,35,15,6,2019,8,50,3,15,15,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14151,17,0,18,5,2019,23,35,6,35,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10151,12,0,6,5,2019,7,55,19,55,7,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5403,9,45,18,4,2019,12,35,2,50,18,4,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,6147,2,0,27,5,2019,7,45,5,45,27,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,14,25,27,6,2019,16,55,2,30,27,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8371,8,55,27,3,2019,19,15,10,20,27,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13014,19,30,9,6,2019,4,25,8,55,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3383,4,55,24,5,2019,7,45,2,50,24,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,7298,17,45,6,3,2019,20,5,2,20,6,3,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,4544,7,10,3,4,2019,10,10,3,0,3,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,15147,8,55,6,3,2019,15,30,6,35,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10782,4,45,9,3,2019,19,45,15,0,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6027,15,10,15,5,2019,20,0,4,50,15,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10919,14,35,6,6,2019,4,25,13,50,7,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6681,6,10,27,3,2019,8,15,2,5,27,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3943,23,30,24,6,2019,2,20,2,50,25,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12898,21,50,27,5,2019,12,35,14,45,28,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6628,18,35,6,6,2019,1,30,6,55,7,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5022,20,30,3,4,2019,23,0,2,30,3,4,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,12698,7,10,3,6,2019,7,40,0,30,3,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10794,20,45,9,6,2019,7,10,10,25,10,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6416,11,25,9,6,2019,21,0,9,35,9,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4622,22,20,9,3,2019,0,40,2,20,10,3,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,3943,13,0,27,5,2019,15,50,2,50,27,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4508,19,55,6,6,2019,22,25,2,30,6,6,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8452,7,10,12,6,2019,22,40,15,30,12,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2,13437,16,45,12,5,2019,8,55,16,10,13,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,11982,17,45,18,5,2019,20,5,2,20,18,5,2019,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1,10844,18,55,24,5,2019,12,0,17,5,25,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,15129,9,40,9,5,2019,4,25,18,45,10,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14714,14,0,27,6,2019,19,0,5,0,27,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6093,6,40,27,6,2019,21,0,14,20,27,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5307,4,55,6,4,2019,13,20,8,25,6,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10188,14,25,15,5,2019,19,35,5,10,15,5,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14571,20,0,6,6,2019,8,15,12,15,7,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10976,19,10,27,3,2019,4,25,9,15,28,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10844,6,30,24,5,2019,16,20,9,50,24,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4488,20,20,9,4,2019,22,55,2,35,9,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8582,23,0,24,5,2019,19,15,20,15,25,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,19,45,24,6,2019,12,35,16,50,25,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8662,17,0,6,5,2019,10,45,17,45,7,5,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4777,6,0,24,3,2019,8,45,2,45,24,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,2071,15,50,27,3,2019,17,20,1,30,27,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,11087,22,55,12,3,2019,15,15,16,20,13,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5228,21,5,18,4,2019,23,55,2,50,18,4,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12996,6,30,1,4,2019,16,20,9,50,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16736,8,0,6,3,2019,23,0,15,0,6,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13941,18,55,1,5,2019,10,5,15,10,2,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,9166,13,50,15,3,2019,22,10,8,20,15,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,12677,5,15,3,3,2019,6,50,1,35,3,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4405,11,40,24,3,2019,13,55,2,15,24,3,2019,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,12121,9,35,6,5,2019,23,35,14,0,6,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6121,21,5,6,6,2019,23,55,2,50,6,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,14388,8,25,18,5,2019,9,20,0,55,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11467,20,25,1,4,2019,10,55,14,30,2,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,13817,21,25,12,3,2019,10,25,13,0,13,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3100,19,30,6,5,2019,20,45,1,15,6,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,8266,11,40,21,5,2019,19,15,7,35,21,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13759,19,45,24,3,2019,23,25,3,40,24,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3943,0,25,9,6,2019,3,15,2,50,9,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,12327,18,15,27,3,2019,1,35,7,20,28,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4049,6,25,12,6,2019,7,55,1,30,12,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3573,21,10,1,6,2019,0,5,2,55,2,6,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,4409,19,55,15,5,2019,22,25,2,30,15,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,6565,7,5,27,3,2019,9,25,2,20,27,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4174,21,25,15,4,2019,0,5,2,40,16,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4030,7,10,24,5,2019,10,10,3,0,24,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4082,10,20,21,3,2019,12,55,2,35,21,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,6117,9,10,24,5,2019,11,5,1,55,24,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,6163,5,50,21,3,2019,12,20,6,30,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6540,16,0,27,3,2019,4,25,12,25,28,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,4649,15,5,12,5,2019,20,20,5,15,12,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,10262,21,50,9,6,2019,19,0,21,10,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5613,19,30,6,4,2019,22,15,2,45,6,4,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6144,8,30,24,3,2019,11,30,3,0,24,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13067,17,0,12,5,2019,22,5,5,5,12,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7608,21,10,3,3,2019,0,5,2,55,4,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,7198,10,0,9,6,2019,1,30,15,30,10,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13941,16,30,15,5,2019,23,35,7,5,15,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,10368,9,40,9,6,2019,4,25,18,45,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3543,8,20,27,6,2019,10,35,2,15,27,6,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
0,4462,20,25,27,3,2019,23,5,2,40,27,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8005,5,50,24,3,2019,13,40,7,50,24,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7064,18,55,1,4,2019,22,35,3,40,1,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,12121,20,25,1,5,2019,21,5,0,40,1,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,8918,12,0,9,5,2019,19,15,7,15,9,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8891,9,25,12,5,2019,21,50,12,25,12,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10203,10,0,1,5,2019,16,15,6,15,1,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,8073,13,0,15,5,2019,21,0,8,0,15,5,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11237,16,10,3,3,2019,22,20,6,10,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,13376,6,45,12,6,2019,4,25,21,40,13,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6513,7,10,9,6,2019,22,30,15,20,9,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13731,18,55,24,5,2019,4,40,9,45,25,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7064,20,0,1,4,2019,19,50,23,50,2,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16736,5,45,6,3,2019,19,10,13,25,6,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,8586,20,0,15,5,2019,10,5,14,5,16,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,11789,6,0,15,6,2019,19,0,13,0,15,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,5224,11,30,24,5,2019,14,5,2,35,24,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,6834,21,5,15,5,2019,0,20,3,15,16,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,6316,16,0,15,6,2019,1,30,9,30,16,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,11869,10,45,21,3,2019,18,50,8,5,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4384,22,50,6,3,2019,1,20,2,30,7,3,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,5644,14,25,21,4,2019,16,55,2,30,21,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,19681,20,15,9,3,2019,19,15,23,0,10,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,13377,10,0,6,6,2019,1,30,15,30,7,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,10090,9,45,9,3,2019,21,20,11,35,9,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,20845,17,50,6,3,2019,16,50,23,0,7,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,4878,17,0,24,6,2019,19,35,2,35,24,6,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2227,21,20,1,6,2019,22,50,1,30,1,6,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,6442,7,35,18,5,2019,16,10,8,35,18,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3257,21,10,27,5,2019,0,5,2,55,28,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,7229,6,0,15,6,2019,8,45,2,45,15,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,15164,20,30,1,5,2019,13,45,17,15,2,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10067,10,10,24,3,2019,13,0,2,50,24,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,5674,14,10,15,3,2019,17,10,3,0,15,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,20800,14,5,1,3,2019,10,25,20,20,2,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7144,6,50,18,5,2019,22,30,15,40,18,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,6094,5,10,27,5,2019,8,0,2,50,27,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4050,10,20,18,5,2019,11,50,1,30,18,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3859,9,45,24,6,2019,12,0,2,15,24,6,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
2,11664,10,20,21,3,2019,18,50,8,30,21,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2,7731,7,10,6,3,2019,21,20,14,10,6,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,12692,9,35,12,6,2019,19,10,9,35,12,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,11307,13,15,18,5,2019,9,25,20,10,19,5,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8586,21,10,9,6,2019,4,40,7,30,10,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,5746,11,20,21,3,2019,15,25,4,5,21,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13378,8,0,21,3,2019,19,15,11,15,21,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,7486,17,0,24,3,2019,19,45,2,45,24,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,7298,9,30,6,3,2019,12,5,2,35,6,3,2019,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,7005,11,40,12,6,2019,21,0,9,20,12,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4804,17,15,12,5,2019,19,50,2,35,12,5,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16162,4,45,9,3,2019,12,55,8,10,9,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,3419,0,30,24,4,2019,3,25,2,55,24,4,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,5192,15,10,1,5,2019,23,30,8,20,1,5,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,4409,10,20,15,4,2019,12,55,2,35,15,4,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,7229,8,20,18,4,2019,11,20,3,0,18,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5397,16,55,15,3,2019,21,50,4,55,15,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,6542,14,0,15,4,2019,19,0,5,0,15,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,5281,10,25,27,3,2019,19,20,8,55,27,3,2019,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8266,12,50,6,6,2019,19,15,6,25,6,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,10262,14,0,12,6,2019,19,0,5,0,12,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,11105,20,20,24,3,2019,20,25,0,5,24,3,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,4544,8,20,3,4,2019,11,20,3,0,3,4,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,4960,14,15,6,3,2019,16,45,2,30,6,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,16736,8,55,6,3,2019,5,5,20,10,7,3,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13377,10,0,1,6,2019,1,30,15,30,2,6,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2227,13,15,18,5,2019,14,45,1,30,18,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,3100,6,20,15,3,2019,7,40,1,20,15,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3100,21,5,9,6,2019,22,25,1,20,9,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3873,6,55,18,5,2019,9,30,2,35,18,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,5232,20,5,3,3,2019,21,35,1,30,3,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3359,18,55,27,5,2019,22,0,3,5,27,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,6144,7,10,24,3,2019,10,5,2,55,24,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7725,7,35,6,3,2019,12,0,4,25,6,3,2019,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,4441,21,5,24,3,2019,23,55,2,50,24,3,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,10703,5,15,27,6,2019,19,15,14,0,27,6,2019,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,8529,21,10,12,6,2019,10,5,12,55,13,6,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,14973,4,0,3,3,2019,13,20,9,20,3,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,14571,8,25,24,5,2019,19,50,11,25,24,5,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
